,teamNumber,nameFull,nameShort,city,stateProv,country,rookieYear,robotName,districtCode,schoolName,website,homeCMP
14,45,"Delphi/AndyMark, Inc./Duke Energy/Foresite/Kokomo Education Foundation/Royal United Mortgage/1Up! Software/HMH Contractors, Inc./Howard County EMA/Indiana Wesleyan University/Kati L. Taylor/Kokomo Area Career Center Collision Repair & Construction Class/Kokomo Area Lions Club/Midwestern Engineers, Inc./Northwest Radiology Network/ProPrints & Kokomo High School",TechnoKats Robotics Team,Kokomo,Indiana,USA,1992,,IN,,,
15,48,Delphi Corporation/Nordson XALOY & Warren G Harding High School,Delphi E.L.I.T.E.,Warren,Ohio,USA,1998,,,,,
16,51,GM Powertrain/Delphi/Chrysler Foundation/The Ford Foundation/BAE Systems/Chief Financial Credit Union/Genisys Credit Union/AWG Systems/Methode & Pontiac Schools,The Wings of Fire,Pontiac,Michigan,USA,1996,,FIM,,,
17,53,Army Research Laboratory/Maryland Space Business Roundtable & Eleanor Roosevelt High,Area 53,Greenbelt,Maryland,USA,1998,,CHS,,,
18,56,Ethicon & Bound Brook High,R.O.B.B.E.,Bound Brook,New Jersey,USA,1997,,MAR,,,
19,57,Hydraquip Custom Systems Inc./Andy's Hardware/Arc Specialties/CenterPoint Energy Give/Chevron/Country Pure Foods/Employee Owned Holdings Inc./ExxonMobil/Hydraquip Distribution Inc./GE Sensing/Walter P. Moore & Washington B T H S,Leopards,Houston,Texas,USA,1998,,,,,
20,58,Fairchild Semiconductor/Robotics Institute of Maine & South Portland High School,The Riot Crew,South Portland,Maine,USA,1996,,NE,,,
21,59,Sal Aerospace Engineering (SAE) / Miami Coral Park Sr. / Beckman Coultour / Florida Power & Light / eMerge of Americas & Miami Coral Park Senior High,RamTech,Miami,Florida,USA,1997,,,,,
22,60,"KUSD #20 Kingman High School/Kingman Academy of Learning High School/Chrysler Foundation/Laron Incorporated/Purvis Industries/Brackett Aircraft/Potters, Inc/Praxair/Sutton Funeral Home/3-Systems and the Coca Cola Company/Mohave County Block Grant/I Corp/West Coast Netting/Kingman Regional Medical Center/True Value/Coast Aluminum /Freiday Construction/Data Max and Wecom & Kingman High School & Kingman Academy of Learning - High School & Lee Williams High School",Bionic Bulldogs,Kingman,Arizona,USA,1997,,,,,
23,63,Millcreek Township School District/GE Volunteers & Mcdowell Hs,McDowell Robotics Team 63,Erie,Pennsylvania,USA,1997,,,,,
24,66,General Motors Corp/Michigan Department of Education/ZF & Ypsilanti STEMM Middle College,Grizzly Robotics,Ypsilanti,Michigan,USA,1998,,FIM,,,
25,67,General Motors Milford Proving Ground & Huron Valley Schools,The HOT Team,Highland,Michigan,USA,1997,,FIM,,,
26,68,General Motors/Michigan Department of Education/Fiat Chrysler Automobiles Foundation/Esys Automation/Continental Automotive Systems/ARL Service/Cross the Road Electronics/Michigan Renaissance Festival/CEC Controls & Brandon High School & Holly High School,Truck Town Thunder,Ortonville,Michigan,USA,1998,,FIM,,,
27,69,Bluefin Robotics & Quincy Public Schools,HYPER,Quincy,Massachusetts,USA,1998,,NE,,,
28,70,General Motors/State of Michigan/Fiat Chrysler Automotive Foundation/Kettering University/Patti Engineering/Leoni/Midstates Bolt & Screw Co./Burkland/Mid Michigan Robotics Alliance & Goodrich High School,More Martians,Goodrich,Michigan,USA,1998,,FIM,,,
29,71,School City of Hammond / Caterpillar / City of Hammond / Bemcor International & Area Career Center,Team Hammond,Hammond,Indiana,USA,1996,,IN,,,
30,73,"ME Engineering/RIT FIRST Club/Ron Zarrella & Rochester Science, Technology, Engineering and Mat",The Illumination,Rochester,New York,USA,1995,,,,,
31,74,Haworth Inc./Profile Films/PTC/SpinDance/EBW Electronics/Magna/Brain and Spine Center/Disher/Grand Valley State University/Trans-Matic/River City Metals/Russells Technical Products/A.D. Bos Vending Services & Holland High School & Black River Public School,Team C.H.A.O.S.,Holland,Michigan,USA,1995,,FIM,,,
32,75,J&J Consumer and Personal Products Worldwide - & Hillsborough High,RoboRaiders,Hillsborough,New Jersey,USA,1996,,MAR,,,
33,78,Naval Undersea Warfare Center/The de Ramel Foundation/DOD STEM/BAE Systems/CVS Health Foundation/KVH Industries/Raytheon/Rite-Solutions & Aquidneck Island Robotics 4-H Club,AIR STRIKE,Newport,Rhode Island,USA,1996,,NE,,,
34,79,"Honeywell Aerospace/Career Technical Education Foundation, Inc./GE & East Lake High School",Team Krunch,Tarpon Springs ,Florida,USA,1998,,,,,
35,81,Honeywell/Freeport School District 145/Ultrasonic Power Corporation/Trez Turning/Morse Electric/Kiwanis Clubs of Freeport/RestorX/Papa Murphy's/Atkins Energy/Culver's of Freeport & Freeport High School & Lena-Winslow High School,MetalHeads,Freeport,Illinois,USA,1994,,,,,
36,85,"Herman Miller Foundation/System Components, Inc/Trans-matic/NUVAR Incorporated/ITW  Drawform/Request Foods/Lakeshore Cutting/Mead Johnson Nutritionals/ODL/Gentex/Midway Machine Techlologies/Town & Country Group/Plascore/Consumers Energy/Global Concepts & Zeeland West High School & Zeeland East High School",B.O.B. (Built on Brains),Zeeland,Michigan,USA,1996,,FIM,,,
37,86,"JEA/VISTAKON Johnson and Johnson Vision Care Products/Black and Veatch Engineering/Johnson Controls, Inc. & Stanton College Preparatory",Team Resistance,Jacksonville,Florida,USA,1998,,,,,
38,87,Lockheed Martin/COMCAST/NAVSEA & NDEP/CPS Metals/AndyMark/Chick-Fil-A & Rancocas Valley Reg H,Red Devils,Mount Holly,New Jersey,USA,1997,,MAR,,,
39,88,Harpak-ULMA / Highland Power Corp & Bridgewater-Raynham Reg,TJ(Squared),Bridgewater,Massachusetts,USA,1996,,NE,,,
40,93,Plexus Corp./Appleton Area School District & Tesla Engineering Charter School & East High & North High & West High,NEW Apple Corps,Appleton,Wisconsin,USA,1997,,,,,
41,94,Lear Corporation/Denso Corporation/FORD MOTOR COMPANY & Southfield High School,The  Technojays,Southfield,Michigan,USA,1998,,FIM,,,
42,95,Hartford Area Career and Technology Center/Byrne Foundation/NASA/BAE Systems/NDEP/CRREL/Hypertherm & Hartford Area Career and Technology Center,Grasshoppers,White River Junction,Vermont,USA,1997,,NE,,,
43,97,"Akamai Technologies/Draper Laboratories/Vecna Technologies, Inc & Cambridge Rindge and Latin",Bionic Beef,Cambridge,Massachusetts,USA,1996,,NE,,,
44,100,"Woodside High School Foundation/Sequoia Union High School District/Tate Family/Pentair/Lawrence Searcy/Barnes & Associates Insurance/Woodcraft/Solutions2Projects, LLC/Intuitive Surgical/Microsemi Corporation/SRI International/Recology San Mateo County/Brin Wojcicki Foundation/John & Jane Shroyer/SolidWorks/Alan Steel and Supply Company & Woodside High",The WildHats,Woodside,California,USA,1995,,,,,
45,101,St Patrick High School,Striker,Chicago,Illinois,USA,1997,,,,,
46,102,"Janssen Pharmaceuticals Inc. / Piccatinny Arsenal / Air Liquide / PSEG / Central Jersey Trailer and Hitch LLC / Alloy Welding Company, Inc. / Gerber Metal Supply Company / Dr. Victor J. Bauer & Somerville High",The Gearheads,Somerville,New Jersey,USA,1998,,MAR,,,
47,103,"Amplifier Research/Hot Chalk/Lutron Electronics, Inc/PHTool/Tyndale/BAE Systems/Fred Beans Automotive/Stokes Manufacturing/Harro Hoflinger/Client Link & Palisades Hs",Cybersonics,Kintnersville,Pennsylvania,USA,1997,,MAR,,,
48,107,Metal Flow/Tommy's Express Car Wash/Grand Valley State University/World Class Prototypes/Koops/Twisthink & Holland Christian High School,Team R.O.B.O.T.I.C.S.,Holland,Michigan,USA,1997,,FIM,,,
49,108,Motorola Solutions Foundation/Florida Power & Light/Broward County Public Schools & Dillard High School,SigmaC@T Robotic Team,Ft. Lauderdale,Florida,USA,1995,,,,,
50,111,"Motorola Solutions Foundation / Methode Electronics / Township High School District 214 / Numerical Precision, Inc. / Nu-Way Industries / Lendrix / Magnetic Inspection Laboratory / Just Manufacturing / Automatic Precision & Rolling Meadows High School & Wheeling High School & Prospect High School & John Hersey High School",WildStang,Arlington Heights,Illinois,USA,1996,,,,,
51,114,Google / Western Digital / Lockheed Martin / Intuitive Surgical / Applied Welding Technology / Advanced Component Technology / Los Altos High School & Los Altos High,Eagle Strike,Los Altos,California,USA,1997,,,,,
52,115,"Fremont Union High School Foundation/Apple/Qualcomm/Intuitive Surgical/Brin-Wojcicki Foundation/Western Digital/Apprion, Inc/Lockheed Martin/EMC2/De Anza College Machine Shop/Pinnacle Manufacturing & Monta Vista High",MVRT,Cupertino,California,USA,1998,,,,,
53,116,NASA Headquarters & Herndon High,Epsilon Delta,Herndon,Virginia,USA,1996,,CHS,,,
54,117,4moms / The Thorn Family / The Heinz Endowments  / FIRST FRC Hardship Grants  / KuzElectric inc & Pittsburgh Allderdice Hs,The Steel Dragons,Pittsburgh,Pennsylvania,USA,1998,,,,,
55,118,NASA-JSC & Clear Creek H S,Robonauts,League City,Texas,USA,1997,,,,,
56,120,NASA Glenn Research Center/Cuyahoga Community College/GrafTech Corporation/Rockwell Automation & Youth Technology Academy,Cleveland's Team,Cleveland,Ohio,USA,1995,,,,,
57,121,NDEP/Raytheon/Town of Middletown/Blowfish/Ferreira-Fenton Fund & Middletown High School,Rhode Warriors,Newport County,Rhode Island,USA,1996,,NE,,,
58,122,NASA Langley Research Center/New Horizons Regional Education Center/Precision Sheet Metal Fabrication LLC/TE Connectivity Foundation/Fastenal/Rose Precision Machine & Butler Farm Campus,NASA Knights,Hampton,Virginia,USA,1997,,CHS,,,
59,123,"GM Detroit Hamtramck Assembly/General Motors Foundation/Ford Motor/Design Systems, Inc/Wayne Metro Community Action Agency /Wayne State University Formula SAE/DADARA/State of Michigan & Hamtramck High School",Team - Cosmos,Hamtramck,Michigan,USA,1997,,FIM,,,
60,125,Northeastern University / Textron Systems / Sonos Inc. / United Technologies / National Grid / PTC / BAE Systems & Boston Latin & Brookline High & Revere High,NUTRONs,Boston,Massachusetts,USA,1998,,NE,,,
61,126,Nypro Inc. & Clinton Senior High,Gael Force,Clinton,Massachusetts,USA,1992,,NE,,,
62,128,"American Electric Power/Grandview Heights Marble Cliff Education Foundation/Grandview Bobcat Boosters, Inc. & Grandview Heights High School",The Botcats,Grandview Heights,Ohio,USA,1997,,,,,
63,131,"BAE SYSTEMS / Rockwell Automation / Solid Works / Intelitek Inc / CHAOS Families / Best Buy Foundation / Cronin Bisson & Zalinsky, Attorneys at Law & Manchester Central High School &  4-H Hillsborough County, NH",C.H.A.O.S.,Manchester,New Hampshire,USA,1995,,NE,,,
64,133,ITS Inc./Lockheed Martin/Robotics Institute of Maine & Bonny Eagle High School,B.E.R.T.,Standish,Maine,USA,1997,,NE,,,
65,135,PHM Educational Foundation/Renesas & Penn High School,Penn Robotics,Mishawaka,Indiana,USA,1998,,IN,,,
66,136,"Plainfield Board of Education / Ivy Visions, Inc. & Plainfield High",Killer Kardinals,Plainfield,New Jersey,USA,1997,,MAR,,,
67,138,Monarch Instrument / Rockwell Automation / BAE Systems / SvenGrafik / Control Air / John Alberts Welding / Rapid Sheet Metal / Amherst Lions Club / County Stores / BB Mold & Souhegan Coop High School,Entropy,Amherst,New Hampshire,USA,1996,,NE,,,
68,141,"JR Automation Technologies, LLC / Holland Board of Public Works / Koop & Burr Insurance / Bradford Company / Engineered Automation Systems, Inc. / Suntec Services / Rutherford & Associates / Egemin Automation / Tric Tool, Ltd.  & West Ottawa High School Campus",WOBOT,Holland,Michigan,USA,1995,,FIM,,,
69,144,"Clippard Instruments / P&G / The Kroger Company / Skyline Chili / Craftsman Electric / TP Mechanical  / Cincinnati Test Systems / MSA, Architects / Alliance Robotics / Northgate Greenhouses & Butler Tech - Colerain High School & Butler Tech - Northwest High School",The R.O.C.K,Cincinnati,Ohio,USA,1994,,,,,
70,145,NY Tech Valley FIRST Sponsors / Follett Foundation / Greater Norwich Foundation / Otis Thompsen Foundation / Anna Mabey Foundation / Peptis Foundation / The Balloon Detail & Norwich High School & Sherburne-Earlville Senior High School & Unadilla Valley High School,T-Rx,Norwich,New York,USA,1997,,,,,
71,148,Innovation First International/L-3 Mission Integration/Texas Workforce Commission & GREENVILLE H S,Robowranglers,Greenville,Texas,USA,1992,,,,,
72,151,BAE Systems / Raytheon / GHO Ventures / Parker Hannifin / Rapid Machining / Boston Carmen's Union Local 589 & Nashua High School North & Nashua High School South,Tough Techs,Nashua,New Hampshire,USA,1992,,NE,,,
73,155,"United Techologies Pratt & Whitney Division, East Hartford, CT & Berlin High School & Catherine M. Mcgee Middle School",The Technonuts,Berlin,Connecticut,USA,1994,,NE,,,
74,156,GE & Fairview Hs,RPM  - Robotics Plus Mayhem ,Fairview,Pennsylvania,USA,1997,,,,,
75,157,Boston Scientific / Staples / EMC2 / Raytheon / Entwistle & Assabet Valley Voc Hs,AZTECHS,Marlborough,Massachusetts,USA,1995,,NE,,,
76,159,Nordson/AMD/GST/Wolf Robotics/Hewlett Packard/Advanced Energy/Metal Distributors/DGCD/Exponential Engineering/Ft Collins Plastics/Gulley Greenhouse/PH'S Alpine Robotics & Poudre High School,Alpine Robotics,Fort Collins,Colorado,USA,1998,,,,,
77,166,BEST BUY / The Bull Family / BAE Systems / PTC / Raytheon / AAVID THERMALLOY & Merrimack High School,Chop Shop,Merrimack,New Hampshire,USA,1995,,NE,,,
78,167,Rockwell Collins/Aero Antenna Technology & Iowa City High School & West Senior High School,Children of the Corn,Iowa City,Iowa,USA,1998,,,,,
79,171,John Deere/University of Wisconsin - Platteville & Platteville High,Cheese Curd Herd,Platteville,Wisconsin,USA,1995,,,,,
80,172,Lanco Assembly Systems/Adobe/IDEXX Laboratories/Robotics Institute of Maine/P&G Tambrands Inc./Texas Instruments & Falmouth High School & Gorham High School,Northern Force,Gorham/Falmouth,Maine,USA,1996,,NE,,,
81,173,United Technologies/CNC Software/E&S Gage/JP Fabrication & Tolland High School & Ellington High School & East Hartford High School & Connecticut Ib Academy & Home School,RAGE (Robotics And Gadget Engineering),Tolland,Connecticut,USA,1995,,NE,,,
82,174,UTC Carrier / Lockheed Martin / Welch Allyn / SRC / US Army & Liverpool High School,Arctic Warriors,Liverpool,New York,USA,1998,,,,,
83,175,United Technologies Aerospace  Systems Space Systems/PTC & Enrico Fermi High School & Enfield High School,Buzz Robotics,Enfield,Connecticut,USA,1996,,NE,,,
84,176,UTC Aerospace Systems/Praxair & Windsor Locks High School & Suffield High School,Aces High,Windsor Locks,Connecticut,USA,1996,,NE,,,
85,177,United Technologies & South Windsor High School,Bobcat Robotics,South Windsor,Connecticut,USA,1995,,NE,,,
86,178,UTC Otis Elevator / ebm-papst Inc. / Sikorsky / Parker Hannifin Corp. Fluid Control Div. & Farmington High School,The 2nd Law Enforcers,Farmington,Connecticut,USA,1997,,NE,,,
87,179,UTC/EDF/Propp Family Foundation/Lockheed Martin/NASA/FP&L/Florida Turbine Technologies/Aerojet Rocketdyne/Society of Women Engineers & Inlet Grove Community High School,Children of the Swamp,Riviera Beach,Florida,USA,1998,,,,,
88,180,Pratt & Whitney / Florida Power & Light / Education Foundation of Martin County / Billy LiCausi / UL / Waste Management & South Fork High School & Clark Advanced Learning Center & Martin County High School & Jensen Beach High School,S.P.A.M.,Stuart,Florida,USA,1998,,,,,
89,181,United Technologies/Pratt & Whitney/Stanley Black & Decker & Hphs Academy of Engineering and Green Technology & Pathways to Technology Magnet School,Birds Of Prey,Hartford,Connecticut,USA,1998,,NE,,,
91,190,WPI & Ma Academy for Math and Science School,Gompei and the H.E.R.D.,Worcester,Massachusetts,USA,1992,,NE,,,
92,191,Xerox Corporation & JOSEPH C WILSON MAGNET HIGH SCHOOL & JOSEPH C WILSON FOUNDATION ACADEMY,X-CATS,Rochester,New York,USA,1992,,,,,
93,192,Robert Bosch LLC/SRI/Madco Welding Supply/Vander-Bend/Sentient Energy/GRT parents & alumni/Palo Alto Unified School District & Henry M Gunn HS,GRT,Palo Alto,California,USA,1997,,,,,
94,193,Mt. Olive Board of Education/Mount Olive Robotics Education Association & Mt  Olive High,MORT Beta,Flanders,New Jersey,USA,1997,,MAR,,,
95,195,"United Technologies / Tiger Enterprises / Construction Insight, Inc. / Mohawk Northeast / Saucier Mechanical Services / Pyramid Technologies / Ametek-Hayden Kerk Motion Solutions / Conveyco & Southington High School",CyberKnights,Southington,Connecticut,USA,1998,,NE,,,
96,199,Pentair Thermal Management / Google / Sequoia Union High School District / Oracle / Qualcomm / Brin Wojcicki Foundation / Intuitive Surgical / Jameco Electronics / Solidworks / SRI International / Carlmont Academic Foundation / Carlmont PTSA & Carlmont High,Deep Blue,Belmont,California,USA,1998,,,,,
97,201,General Motors Research and Development / The Chrysler Foundation / Gallagher-Kaiser Corporation / The State of Michigan / Rochester Community Schools Foundation / TARDEC - NDEP / Genisys Credit Union / Chet's Rent All / Sir Speedy Printing & Rochester High School,The FEDS,Rochester Hills,Michigan,USA,1998,,FIM,,,
98,203,Campbell's Soup & Camden Co Tech  Gloucester,One TUFF Team (Team United for FIRST),Sicklerville,New Jersey,USA,1998,,MAR,,,
99,204,Eastern Regional High School Board of Education/Eastern Educational Foundation/Lockheed Martin/Renesas & Eastern High,Eastern Robotic Vikings,Voorhees,New Jersey,USA,1998,,MAR,,,
100,207,Walt Disney Imagineering / The Boeing Company /  Roddenberry Foundation / Space X / Northrop Grumman Aerospace Systems / Indusrtial Metal Supply  / Cooler Master & Hawthorne High,METALCRAFTERS,Hawthorne,California,USA,1999,,,,,
101,213,Smiths Medical / Lehnen Industrial Services / G S Precision & Keene High School,The Dirty Birds,Keene,New Hampshire,USA,1999,,NE,,,
102,216,Hepfer & Associates & Grandville High School,More RoboDawgs,Grandville,Michigan,USA,1999,,FIM,,,
103,217,Ford Motor Company / Innovation First International / Duggan Manufacturing & Joan C. Sergent Instructional Resource Center,ThunderChickens,Sterling Heights,Michigan,USA,1999,,FIM,,,
104,219,BASF/Picatinny DOTC-Stem & Warren Hills Reg High Sch,Team Impact,Washington,New Jersey,USA,1999,,MAR,,,
105,222,Guyette Communication/Procter and Gamble/Print to 3D/Northeast PA Industrial Resource Center & Tunkhannock Hs,Tigertrons,Tunkhannock,Pennsylvania,USA,1999,,MAR,,,
106,223,Johnson & Johnson / Ajac Electric / Turner Pharmaceutical / Eagle Electric / Picatinny STEM  / Reno's Appliances / Teradata & Lakeland Reg H,Xtreme Heat,Wanaque,New Jersey,USA,1999,,MAR,,,
107,224,Mars International / ARDEC Picatinny - NDEP  / L'Oreal USA / DuPont Fabros Technology Inc. / F&A Machine / Ascade Systems & Piscataway Twp High,The Tribe,Piscataway,New Jersey,USA,1999,,MAR,,,
108,225,PRESIDIO / St. Onge Company / TE Connectivity / Coupling Corporation of America / DLA Piper / ASGCO Complete Conveyor Solutions / Penn-Air & Hydraulics / DeWALT / Leidos / BAE Systems / Tekgard / Fred Dallmeyer Fund of York County Community Foundation / Google & TechFire Robotics of York,TechFire,York,Pennsylvania,USA,1999,,MAR,,,
109,226,General Motors ME Vehicle Systems/Delphi Foundation/Gallagher-Kaiser Corporation/Troy Foundation for Educational Excellence & Athens High School & Troy High School,Hammerheads,Troy,Michigan,USA,1999,,FIM,,,
110,228,Meriden Public Schools/United Technologies/Trail of Terror/3M/R&D Precision & Francis T. Maloney High School & Orville H. Platt High School & H. C. Wilcox Technical High School,GUS Robotics,Meriden,Connecticut,USA,1999,,NE,,,
111,229,Clarkson University & Massena Senior High School & Salmon River Junior-Senior High School,Division By Zero,Potsdam,New York,USA,1999,,,,,
112,230,United Technologies/Sikorsky/OEM Controls/Pitney Bowes/Intuitive Surgical/Boeing & Shelton High School,Gaelhawks,Shelton,Connecticut,USA,1999,,NE,,,
113,231,Texas Workforce Commisson/Oceaneering Space Systems/LyondellBasell/Chevron Phillips & Pasadena Independent School District,High Voltage,Pasadena,Texas,USA,1998,,,,,
114,233,NASA Kennedy Space Center/BECHTEL/School Board of Brevard County/Boeing/PTC/Lockheed Martin/DRS/GDSO/Health 1st/Millennium Engineering/Rockledge Rotary/Craig Technologies/NASA Alumni Association/MEA/Cape Canaveral Technical Society & Rockledge Senior High School & Cocoa Beach Junior/Senior High School & Space Coast Junior/Senior High School & Viera High School,The Pink Team,Rockledge/Cocoa Beach,Florida,USA,1999,,,,,
115,234,Allison Transmission/Rolls-Royce/Morris Machine/Our Proud Grandmas & Perry Meridian High School,Cyber Blue,Indianapolis,Indiana,USA,1999,,IN,,,
116,236,Dominion Millstone Power Station/Lyme-Old Lyme Education Foundation (LOLEF)/Lyme-Old Lyme Public Schools/Brooks Associates Precision Machine Tools & Lyme-Old Lyme High School,Techno-Ticks,Old Lyme,Connecticut,USA,1999,,NE,,,
117,237,Siemon Company / United Technologies Corporation / TUV Rheinland / Trumpf / MacDermid Performance Solutions & Watertown High School,Black Magic Robotics,Watertown,Connecticut,USA,1999,,NE,,,
118,238,Texas Instruments/Bosch Community Foundation & Manchester Memorial High School,Cruisin' Crusaders,Manchester,New Hampshire,USA,1999,,NE,,,
119,240,DTE Energy /UWUA Local 223/Clark Family/Stolisov Family & Jefferson High School,Tempest,Monroe,Michigan,USA,1999,,FIM,,,
120,244,MH Labs & Grandville High School,RoboDawgs 3D,Grandville,Michigan,USA,1999,,FIM,,,
121,245,GM Global Product Operations / FCA  / Borg-Warner / R & G Drummer / US Army TARDEC_NDEP / State of MI FRC Grant / Valeo Thermal Systems / Magna Powertrain / Magna Seating-Shelby Foam Systems / TEK PROS TODAY / Friends & Family of the Adambots & Rochester Adams High School,Adambots,Rochester Hills,Michigan,USA,1999,,FIM,,,
122,246,Boston University & Boston University Academy,Overclocked,Boston,Massachusetts,USA,1999,,NE,,,
123,247,Terminal Supply/AMG Advanced Manufacturing Group/DADARA Ford Motor Company/FCA Foundation/Berkley Education Foundation/Eaton Corporation/Solid Works/TechShop/24 Group & Berkley High School & Shrine Catholic High School,Da Bears,Berkley,Michigan,USA,1999,,FIM,,,
124,250,"UTC Aerospace Systems / The Foundation for Engineering Education / New York Tech Valley FIRST Sponsors / GE Volunteers / Goldstein Automotive / Albany Society of Engineers / Metal Supermarkets / Advanced Manufacturing Technologies, Inc. / Clark Industrial Park / Center for Automation Technologies and Systems (CATS) at RPI / Applebee's / Stewarts Foundation / SunMark FCU / All U, Inc  & Colonie Central High School",Dynamos,Colonie,New York,USA,1999,,,,,
125,253,SMUHSD / Brin Wojcicki Foundation & Mills High,Mills Robotics Team,Millbrae,California,USA,1999,,,,,
126,254,NASA Ames Research Center / Apple / Google / AMEX Plating / Brin Wojcicki Foundation / Innovation First International / Orange Vise Company / BAE Systems / Qualcomm / Cisco / World Metal Finishing / Applied Welding / West Coast Products / Dropbox / Attivo Networks / HP / Vivid-Hosting / Alien Technology / The Wong Family / The Yun Family / The Magarelli Family / The Kasle Family & Bellarmine College Preparatory,The Cheesy Poofs,San Jose,California,USA,1999,,,,,
127,256,Apple / Brin Wojcicki Foundation / KLA-Tencor / Qualcomm / Lockheed Martin & Willow Glen High,Robo-Rams,San Jose,California,USA,1999,,,,,
128,263,"Sachem Central School District/Sachem Robotics Team 263 Booster Club/D&D Development Group Inc./SolidWorks Corp./Retlif Testing Laboratories/Check-Mate Industries, Inc./H.A. Guden Co., Inc./G.B.S.A Enterprises Inc./Kleinknecht Electric Co., Inc./M M Mechanical Solutions/Boston Gear/Zelman Holdings/Westbury Stove and Fireplace Ltd./Schenck Trebel Corporation/Downstream Manufacturing & Outfitters/Gerald and Elaine Atwood/Busto's Martial Arts/Blue Point Tool & Supply Co., Inc./Citgo Route 112/Robert and Edwina Cox/Local Union #25/Gary S. Josephs, Attorney & Sachem High Schools North and East",Sachem Aftershock,Lake Ronkonkoma,New York,USA,1999,,,,,
129,269,3M Foundation / GE Volunteers of GE  Healthcare / Milwaukee School of Engineering / Sharp Packaging Systems / EMC 2(squared) / Society of Manufacturing Engineers & Oconomowoc High,CooneyTech,Oconomowoc,Wisconsin,USA,1999,,,,,
130,271,Bay Shore Union Free School District  / North Atlantic Industries  / Sartorius-Stedim / Apple Appliance Repair Inc. / United Way / Festo Corporation  / BAE Systems / Suffolk Transportation System  / Public Metals Corp.  & Bay Shore Senior High School,Mechanical Marauders,Bay Shore,New York,USA,1999,,,,,
131,272,Comcast NBCUniversal / ASI Technologies / Lansdale Cannoneers Sportsman Club  / Rajant Corporation / ICON Clinical Research PLC. / 2016 FRC(R) Hardship Grant & Lansdale Catholic High School,Cyber-Crusaders,Lansdale,Pennsylvania,USA,1998,,MAR,,,
132,279,Dana Holding Corporation & Toledo Technology Academy High School,Tech Fusion,Maumee,Ohio,USA,1999,,,,,
133,280,DENSO/Ford Motor Company/DADARA/MDE/AEL Span & Taylor Career and Technical Center,TnT,Taylor,Michigan,USA,1999,,FIM,,,
